age,division_name,department_name,class_name,clothing_id,title,review_text,alike_feedback_count,rating,recommend_index ,date,deparment,sentiment,emotions,summary
59,Initmates,Intimate,Swim,221,,"Very flattering. fits tts. love the colors. does not give any lift up or support to breasts.i am a 36 c and i was fine with this. it is so flattering to back and overall a flattering fit i was ok with my breast not being supported and uplifted. if you want support this is not for you. it does look exactly as it does on model in regard to coverage showing some cleavage but very little. i am 5'6"" 127 lbs and not very fit and took a medium. my husband really loves this suit and gave it two big thum",3,5,1,2022-06-08 14:29:16.097560975,Product,positive,"flattering, love, fine, ok, loves","flattering fit, no support for breasts, husband loves it"
68,General Petite,Tops,Sweaters,936,,"Purchased this sweater in pink which is a beautiful blend of grey and pink. i purchased my usual size xs and it fits great through the shoulders, sleeves and body. i did try on a s and the body was too boxy. also, i tried a couple of different ones in my xs (along with other colors) and found them to run a little differently so you may want to check this out. the sweater is beautiful and easy to wear. the zipper adds a unique detail which can be unzipped part way to show a tank or just to draw a",1,5,1,2022-06-08 18:43:54.146341463,Product,positive,"beautiful, great, unique, easy, draw","beautiful sweater with unique zipper detail, easy to wear."
38,General,Bottoms,Jeans,1037,"Cool design, extremely tight fit","The design of these ankles pants is very cool and the rise is perfect. however, the fabric, despite 2% spandex, has absolutely no give from the knee down. the extensive stitching probably contributes to the lack of stretch. while i was able to pull them on (size 27 for 110 lb/5.4'), i could not bend my legs at the knee comfortably. with longer wear, i think they would cut off the circulation.

please post if these stretch for you enough with wear and become softer.",7,2,0,2022-06-08 22:58:32.195121951,Product,negative,"cool, perfect, lack, stretch, comfortably","ankles pants design cool, lack of stretch, uncomfortable knee bend."
87,General Petite,Dresses,Dresses,1087,,This dress fits great and is very warm for the winter months.,0,4,1,2022-06-09 03:13:10.243902439,Product,positive,"satisfied, comfortable, happy, content, warm","dress fits great, warm for winter months"
46,General Petite,Dresses,Dresses,1110,Beautiful tent,"I was so excited to find this dress in the store! i immediately headed for the dressing room to try this beauty on....what a disappointment. the fabric is stunning, but the fit is extremely voluminous . i am normally a small to medium, so i grabbed a small......the only way to describe this dress is tentlike!  it was huge from the waist down. i don't think i could size to an xs because i am a 34d and the top half of the dress fit perfect!  i was sad to leave the store without this dress.",0,3,0,2022-06-09 07:27:48.292682926,Product,negative,"disappointment, sad","dress fit is extremely voluminous, sad to leave without dress"
23,General,Tops,Blouses,830,Great features but too boxy,I loved the color of the top and the faded look but unfortunately had to return it because it was too boxy and just looked frumpy,0,4,0,2022-06-09 11:42:26.341463414,Product,negative,"loved, unfortunately, boxy, frumpy","color, faded look, return, boxy, frumpy"
38,General,Bottoms,Jeans,1025,,,0,5,1,2022-06-09 15:57:04.390243902,,,,
36,General Petite,Dresses,Dresses,1077,Insanely gorgeous,I picked this dress up to take into the dressing room to try on without looking at the price tag. im typically a small and he dress in store was an xs but because of the wrap i figured i'd try it anyway. this dress is to die for! the xs fit me just fine (though the snap at the chest wouldn't stay closed but i thought it looked ok). i looked at the tag after falling in love with the dress but left the store without it. i'm contemplating purchasing it still because i can't stop thinking about it!!,1,5,1,2022-06-09 20:11:42.439024390,Product,positive,"love, contemplating, thinking","contemplating purchasing dress, can't stop thinking about it"
41,General,Bottoms,Jeans,1022,Great jeans!,This is my first pair of ag and i love them so far. they are not cuffed as shown in the picture. they are long so i had to get them altered (i'm 5''5). the color is a rich blue and they have a nice stretch. i haven't worn them all day yet to see if they keep their shape. usually a 28 or 29 and went with the 28 on these. got them on 20 perc off sale so very happy!,0,5,1,2022-06-10 00:26:20.487804878,Product,positive,"love, happy","first pair, love them, altered, rich blue, nice stretch, happy with sale"
35,General,Dresses,Dresses,1092,Beautiful dress but sleeves were too tight,"I loved this dress. it fit perfectly everywhere except for the sleeves. the dress has an overall relaxed fit, but the sleeves were way too tight. i had to send back because of sleeves.",0,2,1,2022-06-10 04:40:58.536585365,Product,negative,"loved, fit, relaxed, tight, send back","sleeves too tight, had to send back"
44,General Petite,Dresses,Dresses,1094,,What a pleasant surprise! hugs in all the right places and a nice substantial material!,4,5,1,2022-06-10 08:55:36.585365853,Product,positive,"pleasant, surprise",nice substantial material
43,General,Tops,Knits,873,Adorable top with cute details,"This is a charming sweatshirt top with extra details to make it stand out! the front panel has lovely art nouveau style embroidery and cut outs. i'm going to enjoy wearing this with jeans - it looks great with gray or black denim. the colors are fabulous for someone with ""spring"" coloring - the front panel is a very pale peach / peche. i'm 5'4"", 128lbs, with small shoulders and 32c chest, i'm typically a size 2-4 or size xs-s, and ordered an xs. it fits well, a little tighter than on the model -",4,5,1,2022-06-10 13:10:14.634146341,Product,positive,"charming, lovely, great, fabulous, tighter","charming sweatshirt with art nouveau embroidery, great colors for ""spring"" coloring."
70,General Petite,Dresses,Dresses,1107,Misrepresented in picture,"Dress appears to be slim fit, but that's far from the case. usually wear an xs regular because i have a long torso for my 5'3"", but it just hung on me like a heavy sack. i have a hard time finding dresses now that i'm not working and like to have a couple on hand for all purpose occasions--weddings, memorials, special occasions. i hoped this one would meet my needs. disappointed.",4,2,0,2022-06-10 17:24:52.682926829,Product,negative,disappointed,"dress not slim fit, disappointed with the purchase"
70,General Petite,Jackets,Jackets,984,A wonderful garment for chilly days,"What s lovely surprise this jacket/cape/poncho is!  first, it is a substantial piece.  heavier than it appears.  it has an almost faux suede feel to it, with a deliciously lush french terry lining.  it looks and feels very rich.  i bought both colors and was glad i did!  i live on the coast and this will be fantastic over a sweater for morning walks along the shore.  i'm a l/xl and the m/l size is a perfect fit!",1,5,1,2022-06-10 21:39:30.731707317,Product,positive,"surprise, glad, rich, fantastic, perfect","substantial jacket with faux suede feel, lush lining, perfect fit."
61,General,Jackets,Jackets,984,Top coat,Top of the line! very well made and on sale to boot. i love the style and received a compliment from my sister when i wore it. i love the layered look.,0,5,1,2022-06-11 01:54:08.780487804,Product,positive,"love, compliment, well-made, style, layered","well-made, stylish product with a layered look"
25,General,Tops,Fine gauge,902,Beautiful fall sweater,"This top is really cute - a light sweater with a feminine lace detail. i would recommend it if you're looking for a flowy, feminine top to wear before it gets really cold out. the only reason i didn't give it 5 stars is because the material is a little prone to pulls and snags. i wore it once and got a pull from my cross body bag. thankfully, i was able to manipulate the threading and the pull is almost unnoticeable. but just know that it's a pretty delicate sweater and you'll have to be careful",3,4,1,2022-06-11 06:08:46.829268292,Product,positive,"cute, feminine, delicate, careful","cute, feminine sweater, delicate material, be careful."
56,General Petite,Bottoms,Skirts,1009,,Very cute. i received many compliments when i wore it. fits true to size (petite 2) with some good stretch in it. i am 5'3 and it was slightly longer than that on the model. it is a little odd that the buttons are all not the same. but perhaps that is part of its charm and it is not noticeable. it is very comfortable and the pictures are representative of what it looks like.,1,5,1,2022-06-11 10:23:24.878048780,Product,positive,"cute, compliments, good, stretch, odd, charm, noticeable, comfortable, representative","cute dress, true to size, comfortable, representative pictures"
51,General Petite,Bottoms,Jeans,1035,Not like the old pilcro,"I am a curvy girl and bought these jeans in a size 31. i don't have stick legs, and the jeans have worn right through were my thighs rub together. with the old pilcro material, this did not happen! this is a super soft jean, and although the fit was good, they just didn't last.",10,2,0,2022-06-11 14:38:02.926829268,Product,negative,"frustration, disappointment, dissatisfaction, annoyance, regret","soft jean, good fit, but didn't last"
26,General,Dresses,Dresses,1086,So soft !,"I love this jess. i got it in the blue gray color, and i think it's going to be great for spring and will work into summer as well. cloth and stone is always one of my favorite brands and this dress is so soft. i'm thinking that i'm going to belt it to give it some more shape but i like how it looks unbelted as well",3,4,1,2022-06-11 18:52:40.975609756,Product,positive,"love, favorite, soft, great, thinking","soft dress, favorite brand, great for spring and summer."
29,Initmates,Intimate,Swim,396,Cute bathing suit bottoms,"This was my first shot at high-rise bottoms and i love them. the fit is very flattering and the print is adorable. i just bought the bottoms so i can't comment on the top, it looked a bit small for my bust so i am purchasing a solid colored top to match.",0,5,1,2022-06-11 23:07:19.024390243,Product,positive,"love, flattering, adorable, small, match","first high-rise bottoms, flattering fit, adorable print, solid colored top."
57,General,Dresses,Dresses,1078,Cute and comfy!,"Purchased this in the burnt orange color - very nice!
will be lightweight for our hot, humid summers but has a bit of pizazz with the lace up front.
the slip is nicely made with strap attachments in the shoulders so they do not slip.
i wear a ton of dresses in the summer so this will definitely be a go to item for all the horse races we attend. 
looking forward to snagging a nice derby style hat to match!",3,5,1,2022-06-12 03:21:57.073170731,Product,positive,"nice, lightweight, pizazz, nicely made, go to","lightweight dress with lace up front, perfect for summer."
41,General,Tops,Blouses,830,Lovely,"This top is so pretty! i love the lace details and the embroidery which really makes this top something special. it's true that it is on the shorter side but that seems to be an intentional aspect of the style. i didn't find it to be too short sitting well below my waist line (i'm 5'10""). i usually wear a medium in retailer clothes and this top is no exception it fit perfectly! i know this will be one piece i wear quite often!",3,5,1,2022-06-12 07:36:35.121951219,Product,positive,"pretty, love, special, true, intentional","lace details, embroidery, shorter side, fit perfectly"
32,General,Tops,Knits,867,,"I've been looking for a light colored flowy cardigan for awhile and finally found this one is perfect. the materials is soft and has just the right about of details for me with the gently ruffled edges, tie front an some bunching around the sleeves. color is between ivory and tan. i am petite height and medium framed with broad shoulders and since they didn't have petite in stock, i bought regular s. it fits well enough, though i probably could have bought an xs. my new favorite card!",2,5,1,2022-06-12 11:51:13.170731707,Product,positive,"happy, satisfied, excited, content, pleased","light colored flowy cardigan, soft material, ruffled edges, tie front, bunching around sleeves"
36,General,Tops,Knits,854,Terrible but had so much potential,"When i saw this online i immediately put it on my ""must buy"" list. i hate paying the exorbitant shipping fees retailer charges so i was waiting until i could get to my local store, in the meantime it looks like it has sold out online but i am sure it will be back in stock soon. luckily, my b&m store had it and i am so glad i didn't waste my money or time ordering it online. this could have been great but once again antho missed the mark. what the product shot online doesn't show is that it has dol",7,2,0,2022-06-12 16:05:51.219512195,Product,negative,"glad, waste, missed, great, dol","product missed the mark, dol"
31,General Petite,Bottoms,Pants,481,If only,I was really happy when i saw this romper online and ordered it right away. unfortunately being larger chested i thought i would size up to a medium. bad choice. now i have a beautiful romper that is too big for me. i will be getting this one tailored.,0,3,1,2022-06-12 20:20:29.268292682,Product,negative,"happy, disappointed, regretful, hopeful, determined","romper too big, need to get it tailored"
35,Initmates,Intimate,Lounge,427,Loooooooove it,"I am so love in this top, i wish i had it in all colors and will absolutely be watching the sale rack for these ones. i love this top. i work out at a gym that requires tops, but that means i cannot usually display my awesome sports bras with cute strappy backs. this yoga top has an open back which will show these off, which i really like. the draped back keeps you nice and cool also. and the fit is amazing. i have some extra baby belly that i can't seem to work off-it was invisible in this top.",2,5,1,2022-06-13 00:35:07.317073170,Product,positive,"love, like, cool, amazing, invisible","love top, open back, cool, amazing fit, invisible baby belly"
61,General,Tops,Blouses,850,Adorable top,"This is a cute top, especially the material design. i like tops that go over my bottom and this does. if i had a problem it is with the sizing. the fact that it was only online so i could not try it on made it difficult to know really what size to get. some reviews said it was true to size and others said go down a size. i did go down a size but it still hangs a little big. but i still love the overall look. i am also petite which is what i ordered.",0,4,1,2022-06-13 04:49:45.365853658,Product,positive,"cute, like, difficult, love, ordered","cute top, sizing difficulty, overall love"
41,General,Tops,Knits,871,Great shirt!,"I really like this shirt. i almost didn't order it based on the other reviews, but its cute and comfortable! i didn't get the white color, so that may be why mine is not see through. i just wear it with a bra and its good to go!",0,4,1,2022-06-13 09:04:23.414634146,Product,positive,"like, cute, comfortable, good","cute and comfortable shirt, not see through, good to go"
28,General Petite,Intimate,Lounge,636,See through,I would really like this dress if the material were a little thicker. it's really thin so you can see my nipples straight through the dress. you can't wear a bra with it because it is backless so i don't understand how you are supposed to wear this outside of the house.,0,1,0,2022-06-13 13:19:01.463414634,Product,negative,"disappointment, confusion, frustration, dissatisfaction, concern","thin material, backless dress, not suitable for wearing outside"
69,General,Dresses,Dresses,1110,Petite sizing is more of tunic,"Our store only had one petite dress in my size in stock. i'm 5'4"" and so can sometimes pull of petite sizing. no in this case. it was a tunic on me. however the dress fit beautifully everywhere else and the quality was beautiful so i'll probably order my size in regular to give it a try.",6,4,1,2022-06-13 17:33:39.512195122,"Inventory, Product",positive,"satisfied, hopeful, disappointed, impressed, curious","petite dress in stock, beautiful quality, order regular size"
39,General Petite,Tops,Sweaters,933,,"Great sweater. long and warm, but not too thick. i am 5'4"" and ordered a medium. fits and hangs nicely.",0,5,1,2022-06-13 21:48:17.560975609,Product,positive,"great, warm, nice, fits, hangs","great sweater, long, warm, fits and hangs nicely"
54,General Petite,Tops,Sweaters,927,Wanted to love it !,Bells out to much i had to send it back,2,3,1,2022-06-14 02:02:55.609756097,Product,negative,"frustration, disappointment","bells out too much, had to send it back"
26,General Petite,Tops,Sweaters,933,No closure,"The sweater is very very warm. it looks okay, not the best but not bad. i had high expectations so was disappointed to see no closure, i don't wear sweaters and jackets without closures. i like having the option of closing buttons if it gets any colder. so i am sending it back.",1,3,1,2022-06-14 06:17:33.658536585,Product,negative,"disappointed, warm, okay, bad, high expectations","sweater without closure, disappointed with no closure"
57,General Petite,Dresses,Dresses,1095,Beautiful and perfect,"I am so happy with this dress. i bought my usual size 2, and it was a perfect fit. this dress is gorgeous. it has some stretch, which is a plus. i am 5'5 "", and it was not too long on me at all. i am so thrilled with my purchase.",1,5,1,2022-06-14 10:32:11.707317073,Product,positive,"happy, thrilled","perfect fit, gorgeous dress, stretch, not too long"
52,General,Tops,Knits,867,,Love this t-shirt. the weight is great for the impending heat and humidity of summer. it looks positively fabulous for casual occasions with pilcro chinos in moss and fuchsia suede pumps.,2,5,1,2022-06-14 14:46:49.756097561,Product,positive,"love, great, fabulous, casual, impending","great t-shirt for summer, looks fabulous for casual occasions."
49,General,Dresses,Dresses,1077,Frustrating dress,"This dress has so much potential but doesn't make it.
i read all the reviews and very few were favorable and still took my chances. fabric color and textures is great but the design is really off.
with the little folds on the shoulder and since the fabric is more on the thick side, all this make it to accumulate the ""extra"" weight on the front of the body and as result ""not flattering"" for the majority of ladies including me
it is a shame since it has may great features, the style: flowy, low",0,3,0,2022-06-14 19:01:27.804878048,Product,negative,"potential, favorable, great, off, thick, extra, weight, front, not flattering, shame, great, flowy, low","potential dress, unfavorable reviews, off design, not flattering for majority"
27,General Petite,Dresses,Dresses,1094,"Stylish, professional, comfortable","I love this dress. wearing it is the equivalent as wearing your coziest t-shirt. there is stretch up top if your chest needs it, the neckline is modest, the stripes and geometric pattern are flattering and vibrant, but not gaudy in the slightest. the length is perfect with the shortest part at my knee. silhouette is tight at the natural waist and flares out in the most flowy and flattering way. i got the large. i am 5'7"" and fluctuate between 170 -185 lbs.",0,5,1,2022-06-14 23:16:05.853658536,Product,positive,"love, cozy, flattering, vibrant, flowy","flattering dress with vibrant pattern, perfect length, and flowy silhouette."
39,General,Jackets,Jackets,974,Fun and classic,"I ordered the xs p and xxs p in the black one. i thought this would be a fairly classic piece to wear any season (cold offices in the summer, southern california in the winter). the xxs p was a bit better fitted, not too small, but the xs p was ok too, if you prefer a baggier look, so based on that i call it large as i would usually purchase the xs p not xxsp. (115 lbs, 30 dd, 26.5in waist, muscular arms)

the material is airy and light, but i am a little worried about wrinkling, we shall see.",1,4,1,2022-06-15 03:30:43.902439024,Product,positive,"worried, ok, little, better, classic","airy and light material, worried about wrinkling"
26,General Petite,Dresses,Dresses,1089,Save your money,"This dress would have been gorgeous and consistent with retailer's aesthetic if the designs had been embroidered onto a thick silk/jacquard fabric to give it texture, which is how it looks from the photo. obviously it would have been more expensive, but in any case, this was just a really expensive polyester dress, which it says in the product description, but i gave retailer the benefit of the doubt, thinking if anyone can make even polyester look like a quality product, it'll be retailer. but now i",14,2,0,2022-06-15 07:45:21.951219512,Product,negative,"doubt, expensive, gorgeous, quality, texture",dress design and fabric quality did not meet expectations
39,General,Tops,Fine gauge,895,Cute enough,"The colors on this sweater are cute, the fabric is good quality and not too thick for spring. the fit is tts.",0,3,1,2022-06-15 12:00:00.000000000,Product,positive,"cute, good quality, not too thick, tts","cute colors, good quality fabric, tts fit"
37,General Petite,Tops,Knits,860,Black or grey?,This is a great shirt. the ruffles are strategically placed and hide any stomach flaws. i get that others are surprised by the arm slits but a couple of well placed stitches will make it very work appropriate or if you're worried about arm waggle. the color borders on black/navy,0,4,1,2022-06-15 16:14:38.048780487,Product,positive,"great, strategically placed, hide, surprised, well placed, worried","great shirt, strategically placed ruffles, hides stomach flaws, work appropriate, worried about arm waggle"
46,General Petite,Jackets,Jackets,975,Beautiful!,"Purchased today at the 30% off summer tag sale. 5'7 and bought the size 6 - fits perfectly. a lovely combination of feminine and boho. will wear with dark jeans a a white tank. fabulous light, pretty summer topper...",0,4,1,2022-06-15 20:29:16.097560975,"Marketing, Product",positive,"satisfied, happy, excited, pleased, content","30% off summer tag sale, feminine and boho style"
54,General Petite,Tops,Knits,873,Comfy and pretty,"I love this top! it is modest enough for work, but fun enough for weekends. soft, comfortable, and lovely pink color. i want it in every color! (it seems to only come in two colors, though.)
soft flowy fabric, is lined with a soft inner fabric as well. super flattering for any body type!",0,5,1,2022-06-16 00:43:54.146341463,Product,positive,"love, fun, soft, comfortable, lovely","soft, comfortable, lovely pink color"
39,General Petite,Tops,Knits,872,It's always sunny,"It's always sunny when i wear this sunshine yellow tee.  love the color and they way it was pieced together.  has a flattering feminine fit whole still feeling relaxed and casual.  it's slightly sheer but not obscene.  all linen and a little scratchy so if you're sensitive, be aware.  i purchased medium and i'm 39/28/35 140# 5'3""",0,5,1,2022-06-16 04:58:32.195121951,Product,positive,"sunny, love, flattering, relaxed, casual","sunny yellow tee, flattering fit, linen material"
31,General,Tops,Knits,861,Cute shirt,7 months pregnant with twins and i prefer to buy regular clothes that can be worn post pregnancy as well as when pregnant. went to a dr. apt and the receptionist loved this shirt. i told her it was non-maternity and she can buy it at retailer... i think she stopped by on her way home from work.,0,5,1,2022-06-16 09:13:10.243902439,"Marketing, Sales",positive,"preference, love, excitement, satisfaction, gratitude","non-maternity shirt loved by receptionist, can be worn post pregnancy"
53,General,Bottoms,Shorts,460,I love it!,"I wasn't sure how this was going to look on me, but it was so darned cute, i had to give it a try. and i love it! i'm 5'4"" around 130lbs and i bought both a small and a medium to try. the medium fit best. the length is perfect. hits just a little bit longer than the model but almost the same. the material is light but nothing see thru about it. it is slimming and looks so cute on! so glad i gave it a try.",2,5,1,2022-06-16 13:27:48.292682926,Product,positive,"cute, love, glad, try","slimming, cute, perfect length, glad I tried it"
25,Initmates,Intimate,Intimates,74,Exactly as pictured,"Love this bra! i was looking for something feminine and sexy and this is perfect. it's exactly as pictured. i was worried the material would be too delicate and fragile, but it's really durable! my only issue is that it fits a tiny bit awkwardly because of the solid material on the side, but it doesn't actually look awkward, just feels a bit odd at first. i highly recommend it if you're looking for something sweet and sexy!",1,4,1,2022-06-16 17:42:26.341463414,Product,positive,"love, feminine, sexy, worried, delicate, fragile, durable, issue, awkward, odd, recommend, sweet","feminine and sexy bra, durable material, slight fit issue"
42,General Petite,Bottoms,Jeans,18,Disappointing quality,"I ordered these leggings and loved them, for about an hour- at which point the belt loop ripped off of the pant, leaving a hole. i called customer service and they sent me a 2nd pair. same thing happened. i never even pulled on the belt loop. they are just so flimsy. it's a shame bc they are cool looking.",0,1,0,2022-06-16 21:57:04.390243902,Product,negative,"loved, ripped, flimsy, cool, shame","flimsy leggings, cool looking, ripped belt loop"
44,General,Tops,Knits,865,,This sweater is a perfect transition piece!  the material is really soft. while it has the shape of a poncho it is cut nicely and doesn't make you look like a big blob.,3,5,1,2022-06-17 02:11:42.439024390,Product,positive,"soft, transition, shape, nicely, blob","soft material, transition piece, nicely cut, not blob"
36,General,Tops,Fine gauge,895,,,0,5,1,2022-06-17 06:26:20.487804878,,,,
54,General,Tops,Sweaters,945,Salt and pepper,"First of all i need to state that i am 5,1"". i usually get the petite size small but they were out so i took a risk and ordered the regular small which i can sometimes get away with. upon opening the parcel, it seemed bigger than i expected. the knit is very chunky (not a bad thing) but thicker than i expected. the fit was way too large for me. the shoulders were bulky and because it is a cocoon shaped cardigan, there was just too much excess fabric draping around my petite frame. i think if i c",0,3,0,2022-06-17 10:40:58.536585365,Product,negative,"disappointment, frustration, uncertainty, dissatisfaction, regret","oversized cardigan, bulky shoulders, too much fabric for petite frame."
35,General,Dresses,Dresses,1094,Gorgeous dress,"I was hoping this would go on sale and now it finally has! i loved this dress just as much in person as i have online. the fabric is interesting-it looks almost plastic in the online pictures but don't be fooled, it is still a comfortable fabric. it is almost like lots of diamond pieces were actually sewn together to make this dress and i love it. there is a sipper down the side to make it easier to get into, but also in the back there is bunched up fabric which is made to be ore bendable for th",2,5,1,2022-06-17 14:55:36.585365853,Product,positive,"excited, satisfied, impressed, happy, intrigued","comfortable fabric, unique design, zipper for easy wear"
46,General,Tops,Sweaters,923,,"I love the cold shoulder trend! this sweater is not bulky, but the thick knit will keep you warm while looking stylish! it is not your typical sweater. if you want something unique, but still basic, this is your sweater. looks great with jeans and khakis.",1,4,1,2022-06-17 19:10:14.634146341,Product,positive,"love, stylish, unique, basic, great","trendy, stylish sweater, unique design, great with jeans and khakis."
44,General Petite,Bottoms,Skirts,1009,Perfect addition to any wardrobe.,"I love this skirt. maybe i love wrap skirts in general, but many miss the mark. this one is just right. it does not have elastic waist band which always makes me look frumpy, instead it is a side zip and allows for the tummy to stay flat as well as the pleats. the embroidery is just enough and you may not be able to see the design of black on black in the fabric which makes the skirt. i usually wear a size 6 but the 8 fit just right, so you may want to size up.",2,5,1,2022-06-17 23:24:52.682926829,Product,positive,"love, frumpy, flat, enough, right","skirt design and fit is just right, size up"
47,General Petite,Tops,Blouses,836,Beautiful find,"This is a unique blouse, it reminds me of the unique items i would find at the store many years ago. it is a gorgeous item. it does have a boxy fit, but it is not unflattering. i am very pleased with this purchase and would recommend this product. 
the quality is nice and it is an item that people will notice.",1,5,1,2022-06-18 03:39:30.731707317,Product,positive,"unique, pleased, recommend, nice, notice","unique blouse, pleased with purchase, recommend this product"
45,General Petite,Dresses,Dresses,1087,I love this dress,"I just ordered this dress in blue on sale and it was such a bargain for the quality and look. it's a very comfortable dress that swings and flatters my body type, which is tall and thin. i think this dress would not work on a more busty woman's frame, but it definitely works for me. i'm 5'9 and 135 pounds and a small is plenty big (i often take a medium). i definitely recommend this dress.",1,5,1,2022-06-18 07:54:08.780487804,Product,positive,"comfortable, swings, flatters, recommend","comfortable dress, swings and flatters body type"
34,General,Tops,Blouses,828,Nice but too big,"I'm 5'3"" and 120 lbs. i ordered a m and it was far too boxy and long in the arms as well as the back. the collar is small and lays flat. the material is good quality and soft but heavier than i had hoped.",0,3,1,2022-06-18 12:08:46.829268292,Product,negative,"disappointment, frustration, dissatisfaction, surprise, hope",material is good quality and soft but heavier than expected
74,General,Bottoms,Skirts,1008,Great twist on a pencil skirt,"I love the style and quality of this skirt. the material is a bit heavier than anticipated, so it works well in cooler months, and the thickness makes it easy to wear a shirt underneath. it fits true to size - my usual 6 is form-fitting without being overly snug or pulled.

i am on the taller side, and the skirt is fairly long - it comes to the bottom of my knee.",0,5,1,2022-06-18 16:23:24.878048780,Product,positive,"love, works well, easy, fits, form-fitting","style, quality, material, cooler months, true to size"
38,General,Tops,Knits,862,Sleeve color doesn't match rest of blouse,"I'm an xl in retailer tops, and the xl fit as expected in this blouse. however, the elastic cinched in such a way under my bust that it did not look flattering. the cut in the sleeves hang open too much for me and makes it more of a costume. i also had issues that the chiffon type sleeves did not match the color of the knit fabric used in the rest of the blouse. the blouse is a good quality, but there were too many other issues for me to keep it.",0,3,0,2022-06-18 20:38:02.926829268,Product,negative,"unflattering, costume, issues, quality","blouse has issues with fit, sleeves, and color mismatch"
37,General Petite,Tops,Blouses,833,Love!!!,"I'll admit, it's been a few months since i've shopped at retailer. i feel like i have to try on just about everything because there doesn't seem to be much consistency between the brands. i'm so glad i wandered in our local store this week! this top is so beautiful in person and well-made. the embroidery is lovely and it's lined, so not too sheer. i'm tall and it was a good length, hitting just above the hip. i think it runs tts or maybe just a tad big. the s fit perfectly across the chest,",11,5,1,2022-06-19 00:52:40.975609756,Product,positive,"glad, beautiful, well-made, lovely, tall","beautiful, well-made top, good length, fits perfectly"
47,General,Tops,Blouses,829,"Good for weekends, not for work","This top's subtle golden shimmer from the metallic thread used in the detailing is really nice. flattering, a bit special, all in all nice. but the white is see through, and the green somehow reads much more casual, at least to me. so a good top for times when your top being sheer isn't such a big deal but probably not for the office.",16,4,1,2022-06-19 05:07:19.024390244,Product,positive,"nice, flattering, special, casual, big deal","subtle golden shimmer, nice, sheer, casual, not for office"
83,General Petite,Tops,Knits,859,Beautiful but runs large.,"This is a beautiful top, but it runs large.
i am exchanging for one size smaller.
it is worth the effort of exchanging!
well made, beautiful lace.",0,5,1,2022-06-19 09:21:57.073170731,Product,positive,"beautiful, worth, well made","beautiful lace, worth exchanging"
33,General,Tops,Fine gauge,909,"Wanted to love it, but just kinda like it","So when i saw a sweater with a big llama face on the front of it, i knew it must be mine. i ordered it and eagerly awaited its arrival. while the llama print and color of the sweater are ah-mazing, the fit of the sweater leaves something to be desired. i'm a 36 dd and mostly a size l, so that's what i ordered. it wasn't snug, but it didn't have the cut to pull off the oversized drapey look, so the areas where it was loose looked...strange. the sleeves were really long too, but i could have rolle",6,3,1,2022-06-19 13:36:35.121951219,Product,positive,"excitement, disappointment, confusion, satisfaction, anticipation","llama sweater with great print and color, but fit is not ideal."
48,General,Bottoms,Skirts,993,Beautiful skirt!,"This skirt has a beautiful style, cut and pattern. i am so surprised it is on sale - what a great price. it has a medium sweater knit that is not clingy and has a slight flair. looks great with boots!",0,5,1,2022-06-19 17:51:13.170731707,Product,positive,"surprised, great, beautiful, surprised, slight","beautiful style, great price, medium sweater knit, slight flair"
38,General,Bottoms,Jeans,1024,Sooooo cute,"I had been looking for something like this to add to my summer wardrobe. fortunately for me i saw these in the retailer catalog and thought, how perfect, exactly what i've been searching for. they are a bit pricey, and crotch hangs a bit lower on me because i'm only 5'3, but it's not enough to make me send them back, i will have them altered if need be, they are to cute. 

i'm a size 4 in pants and ordered the 29, i wanted some wiggle room, i didn't realize the denim has stretch, i will keep the",1,5,1,2022-06-19 22:05:51.219512195,Product,positive,"excited, satisfied, determined, content, happy","perfect addition to summer wardrobe, a bit pricey but worth it"
47,General Petite,Dresses,Dresses,1110,,"Beautiful dress. flowing but not too much volume, not too short but not dowdy, gorgeous deep jade color with chartreuse accents, flattering waist (not sure why the model is covering that part up, but it's a nice waist with a tie belt). i think it looks really smashing in person. not too formal, perfect for a daytime event like a bridal shower.",13,5,1,2022-06-20 02:20:29.268292683,Product,positive,"beautiful, flowing, gorgeous, flattering, smashing","beautiful dress, flattering waist, perfect for daytime event"
31,General,Tops,Sweaters,939,Not for the full of chest,"I am a 34dd so i purchased the small in green, hoping for a more fitted silhouette. i got what i wanted and it looked great overall. except for the chest. it just sort of mashed my chest down in a very unflattering way. but despite all that i almost kept the coat because it was so soft and warm and beautiful. and sturdy! i could have sized up for a better fit in the chest but then it would have been boxy and we hourglass shaped ladies know how poorly that works out. wish this would have worked b",1,4,1,2022-06-20 06:35:07.317073170,Product,positive,"fitted, great, unflattering, soft, warm, beautiful, sturdy, better fit, boxy, poorly","soft, warm and beautiful coat, but unflattering fit in the chest"
69,General,Tops,Fine gauge,907,Beautiful,"I really like this top. bought it in ""purple"" but i would not call it that. it is more maroon or burgundy. color is exactly what it shows in the online photo. really like the green also. crocheted arms are super. i found it ran slightly small, so if you are between sizes, order up. one slight personal problem for me is that there is cashmere in it and i live in florida. even though we do get cooler weather here, i am not sure i will have that much chance to wear it; it will be too warm for me. t",1,5,1,2022-06-20 10:49:45.365853658,Product,positive,"like, super, slight, problem, warm","crocheted arms are super, color is exactly what it shows"
